D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_39_801.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_39_801.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_39_801.jpg, 0, 0, 0, 8.195534E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_39_902.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_39_902.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_39_902.jpg, 0, 0, 0, 8.187324E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_40_004.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_40_004.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_40_004.jpg, 0, 0, 0, 8.240509E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_40_105.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_40_105.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_40_105.jpg, 0, 0, 0, 8.26418E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_40_207.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_40_207.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_40_207.jpg, 0, 0, 0, 8.310658E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_40_307.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_40_307.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_40_307.jpg, 0, 0, 0, 8.191745E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_40_408.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_40_408.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_40_408.jpg, 0, 0, 0, 8.218408E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_40_508.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_40_508.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_40_508.jpg, 0, 0, 0, 8.263624E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_40_610.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_40_610.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_40_610.jpg, 0, 0, 0, 8.210736E-05
D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\center_2022_04_12_07_21_40_710.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\left_2022_04_12_07_21_40_710.jpg, D:\Users\homew\Desktop\Python Projects\SDC Udemy\Drive Sim\Data\IMG\right_2022_04_12_07_21_40_710.jpg, 0, 0.09948301, 0, 0.0454059
